Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance
0x8b9cb2ac0aaf56925a08a002b07b3ebc39beff1b4,0,158.38,0,50391.53,1,0.0016,10,10,5,0.03,3,11,0.0011
0x8dd8479ac17fcf0b09fe0e013d2b8146d254ff7f8cff4bf,0,159.63,0.92,319.92,2,4.52485041,75.40422,50.5,0.999454,50.499508,4,101,0.000984218
0x2b67f1e7edc7aee17a9476ab10ba502d1193cfeb90fad1ac119AAdbfae484e,0,7611.98,80014.94,144909.17,11,0.00641,5.99692,1.212628,0,0,94,17.34084136,101.9280377
0x8fc73f997fd70fa26669d6b12ea522c25739f30c09,0,22.04,0.14,1.11,13,1100,26.6,2.177307,0.999528,99.99129,18,416.889031,0.015
0xbdd8d6369f8c6e2477f1ddb63227ca4586e801684,0,10566.68,284.62,694064.4,7,0.027539,27.271298,2.2334521,0,20.128996,28,90.8051391,0.045793838
0x5641fd6b89be395965a604f63a2232b85fdbc63,0,9674.78,6532.38,9829.83,12,0.010373,1,0.04356916,0,0.5948571,33,5.0261319,0.03154069
0x7d7c8ef97d88094b0094935f7dd9279beb39ccc62d8c3,0,124.14,4643.99,202350.98,3,0.995,100,5.509454,0.199438,0.989387,4,2.56808709,-0.99792818
0xb38dd6f63114dad123aba9fe0f7aac0dcdb16efac,0,4.76,38.257,27803.75,3,0.000284,15.74,1.601587,0,2.9847281,19,3.36797003,29.8619439
0xa4ee97fe5efbcf24eea87f87c19f8e9e7f6dc9925,0,24.7,18627.44,380290.88,6,0.003,0.693807,3.11756,1.002895,2.108948,10,6039.217079,0.001384
0x581f3d3fe544c5474ad3bd97a438fa22b5e7f03e115090,0,499.98,165.02,536452.07,2,0.06,8,1.0662006,0.0301315,56.14437,13,10.44012831,23.58600402
0x2a5bf2d639a9d3729f6eae7e46f2404fa00f1a803,0,2287.41,640.71,361282.05,16,0,3.122303,1.013619,0,1.09336,251,360.241068,0.2213056
0x9c0a30f027427df81f63cf3c84a0c5a1171a83c9a034338,0,107.72,1306.35,1110079.67,10,0.0057,3.52,1.5241508,0,35.260639,57,319340.8004,0.26000292
0x01dae44e1b9d6d26703fd575f06d19cc97b7b6bb,0,4.52,2057.24,633319.38,10,0.001,42,6.3344857,1.000397,4102.78176,84,10158.12667,0.29202281
0xaa01a87bfdb02b4fdeb26a7f17ee516bc53179c2f,0,6.32,1859.56,114693.27,1,1.000008,4,10.396394,100.16184,10.025,2,0.999528,0.00084
0xafebb0dce9bcc5eb5e389583a2e55130421e006dde83,0,14271.53,752.69,32634.92,2,0.31093,2.158299,30.42591,0.375048,1.684046,66,1550.222987,0.002738247
0x5e91e46b0c5bd1e6a2586cba73c3f1ec83651d8d32e,0,23.23,0,69.68,1,101,101,101,5,33.666149,4,101,0.001554
0x704f1e31eb8a96b2f2b67b01e343c260c0ff7409,0,34.61,0,64.95,1,101,101,101,1.99,33.666149,4,101,0.001554
0xb0ab829d50c3d13ec8a855f1ec42edf51b01200796dd6f5d5c7a8a8274,0,165.22,0,31.57,1,101,101,101,1,33.666163,4,101,0.001512
0x2bb7c5ae5f50db46c589646054ff459fbCfAce6cC30bbA80bA47F26Fc0753be,0,21.94,0,70.3,1,101,101,101,0.001,33.666149,4,101,0.001554
0x9a250ac191036a111d65f23bea2ced3a5479cc6caa69425f55e1de22,0,22.38,0,317.02,1,101,101,101,0.01,33.666149,4,101,0.001554
0x8cedb7204ca9a358e2e6facc7b4b10b3eb82c5db39cc82e,0,21.52,0,70.3,1,101,101,101,0.002,33.666149,4,101,0.001554
0xa72cdb0c5b3e54B683b9b25F29f1F10x46f9c5f0f778781292ba42faf4102ade,0,14.28,0,78.35,1,101,101,101,0.05,33.666149,4,101,0.001554
0x8ed641ae398558132df6c5a85f6076dd7b5cf8fe70ee053dfddf2b13e05a93,0,13.07,0,26.37,1,101,101,101,1,33.66581812,4,101,0.0021
0xde04d9e5505f64edc4992e643ddd2f973ef68ac7,0,160.21,0,322.47,1,101,101,101,1,50.499508,3,101,0.000984218
0x24b0f0784eaa8235e109d6388ecdbd59ad735c75f7d,0,17.76,0,5.88,2,7.994506,84.981989,50.5,1,33.666159,5,101,0.001536086
0x033fb9ea1bd61dc544b78e94bf4252aac61f2d9f,0,109.81,0,325.27,1,101,101,101,0.001,50.499508,3,101,0.000984218
0x33b894a2d0f326e90abcba9c7fb0bbe26de7c8e0d5cf,0,1894.36,866.74,1003317.1,5,0.038437,210,35.0235,0,10.9325958,173,758.331991,-40.8800139
0xb783fcc728ff6dd4fb4a1a9fea3fa2bd933258cba5c3bfc,0,21.2,0,63.95,1,101,101,101,5,33.666149,4,101,0.001554
0x1669b173bb8169a0c16f2e9c7e6929f1326af39acb6b0c9716a8a687555,0,105.72,0,64.9,1,101,101,101,1,33.666149,4,101,0.001554
0xb7cc94f1a8180e5bd8eb244f6bbf6be5b10d4ad1d6130,0,22.29,0,66.78,1,101,101,101,0.006882,33.666149,4,101,0.001554
0x507531f79bf0ed3f872bee8cdea5be81f9a61b62bcf9,0,15.99,0,65.3,1,101,101,101,0.002,25.249475,5,101,0.0021
0xadcae24ccdc63d7ced576dd8e5e67a0a374f377dd2899944be49,0,23.18,0,65.57,1,101,101,101,1,33.666149,4,101,0.001554
0x83b5508fc98ec79ae1e8b5c75a5c8bfc873aa50c4302,0,21.82,0,70.3,1,101,101,101,0.01,33.666149,4,101,0.001554
0x723befb071acf59cc160a7bebae6a9b5cce4ae46fe,0,2062.85,0,827.67,1,1,1,1,0.999559,0.999559,3,1,0.000861
0x0e15efac9ae413b68bdb6e13eade8f6e8dea93e5cba48,0,161.5,0,323.03,1,101,101,101,25,50.499508,3,101,0.000984218
0x1dee1f728ee12ba1b1e6424a005c1db56a451a236,0,159.57,0,33.42,1,101,101,101,0.001,50.499508,3,101,0.000984218
0x50aa0727c61414170ae85a4b6fc1700c0d6928e4b18,0,34.67,0,70.3,2,80.00406,82.99832,33.666667,0.06,33.666163,5,101,0.001512
0x96a3cc1a46f856ba922f7b4dddfb5e96d771206ecb,0,107.72,0,75.27,2,495,91.430758,50.5,10,200,4,101,0.0030059
0x65dc538a23a0feb3f3f299becc0c029d6c54af9b,0,160.86,0.54,722.78,2,31.66679,70.494231,50.5,0.009496,33.666171,5,101,0.001488218
0x0596ed27a4bfdca656ef72c6d82db3127f8a018d49e15f1a54,0,15.94,0,72.35,1,101,101,101,0.009,33.666149,4,101,0.001554
0x3703bb93d943ca41c2f64e428d65b64c106b74ee64,0,157.82,0,327.55,1,101,101,101,2,50.499508,3,101,0.000984218
0x8010446fde17ed1f8b67affc965fd42551b400062,0,21.56,0,93.66,1,101,101,101,0.341488,33.666149,4,101,0.001554
0xa401ed441a9cc406316c70839ae5bd7765ac3a7,0,159.63,0,327.87,1,101,101,101,1.99,50.499508,3,101,0.000984218
0x378a953c3f3dde8723569c2bf39d278c595e855c2,0,165.23,0.52,323.38,2,13.480132,49.13993,50.5,0.07,33.666171,5,101,0.001488218
0xc61ea5d47e3cc85b490e07f1ad9155a828dd3c58a7d92,0,13.02,24.86,236.25,2,6.65993,70.068954,50.5,6.299504,50.499508,4,101,0.000984218
0x33c6a5f7eee2ca6bc8065c9f75b425f8d5a24ff015,0,4.5,61403.52,47863.97,5,1.994411,25.61688,0.13865,0,0,8,5.16287893,5.10991038
0x71c4d115821fcf0b6b09ad9cda229988bbaa65cf6fc2887,0,158.77,0.03,321.83,2,11.180087,50.998992,33.666667,0.114921,50.499508,4,101,0.000984218
0xde8060dd8ca84a8cded5fbf69b58028d5305056,0,164.75,0.21,329.18,5,11.000375,77.488153,505.19409,0,33.666171,13,101,0.001512
0x4ce1d21cb2db2af69342b7ef90e95f3c50d6e65,0,265.42,30193.36,613897.92,1,0.098572,63,100,14.49506,1362.218,3,22,-3.2319
0x01f01fb8be3d058f2b41a5a9bf2dd3d6884e1c12,0,159.52,0,329.75,1,101,101,101,0.03,50.499508,3,101,0.000984218
0x7f6a596b008f4d4aa82d0b27edf75cede83b4461f83,0,25.34,0,38.47,1,101,101,101,1,33.665988,4,101,0.003035312
0x42bca09dd47a37a06b90d5b32e04c72bdfe2a8713,0,25.74,0.33,73.22,2,16.65313,96.798855,50.5,0.08527,33.666165,5,101,0.001506437
0x2e0177f9b2b44170316b6c3ae9081c2a59608d3c76,0,158.77,0,31.82,1,101,101,101,0.326911,50.499508,3,101,0.000984218
0xc0cb4f580eeb036ca73cda9f26a73c59ca28e80,0,24.56,57.55,1313.13,4,4.995,3.007852,1.06365,0,1.99634,35,61.43532411,0.001602466
0x5bfcaf8b14db946516acb61773a8a06cfb9eb3d1,0,165.28,10.09,3868.52,2,0.101702,0.59,0.2086991,1,2.178003,9,1.507278,0.00168
0x5f86c64cbcea323d7ccd821d4a4de610a31f2a05,0,22.26,0,66.62,1,101,101,101,1,33.666149,4,101,0.001554
0x6d40d998db219b675695376dbc26a95a5ba7ddcf,0,19.76,0,59.38,1,101,101,101,0.639559,33.666149,4,101,0.001554
0x5e9bff549de6695e6fe4942fd657eb62d170278de69,0,15.94,0,59.38,1,101,101,101,0.322431,33.666149,4,101,0.001554
0x0ad27f8058c91eb466e40e271ca81725c37a2fc0f4,0,341.94,509.54,34549.13,8,0.7,40,5.188333,0,4.294683,60,54.888,-11.01
0xcef1997f74c7866a9f74fe239059230143dcf2a,0,160.58,0.63,319.92,2,17.589235,76.351639,50.5,0.5260214,50.499508,4,101,0.000984218
0x051cae1879c3611ed97a96e45b9744482cd4c727a253,0,1186.68,8325.77,41980.9,1,291.5,21,1.931,0,10.61616,12,20.995,-29.575
0xb9c41e651463edd21c3a45ebc16d548526e160a,0,47.23,0,404.93,1,101,101,101,2.608,33.666149,4,101,0.001554
0x73a2ad872a6782d711ea5451371110b6bc171e19,0,156.67,0,427.12,1,101,101,101,0.0236,33.666149,4,101,0.001554
0x9d98d2dfd1bd74e56b66d3fdffb23d9f2d4723d6d,0,2750.98,0,1782219.72,1,101,101,101,1.856308,50.499286,3,101,0.001428506
0xc39a03b4a2cefb1368b16702b0c8da765b43e40bce9d,0,1.79,1695.85,266447.13,3,0.255,40,10.04504,0.198372,5.108333,30,170.3718454,0.009214639
0xb5b9d3802e8ce02a086ba4e2e8d10f2aa18ded628,0,652.17,48665.88,245644.98,5,0.0218,2.371013,0.443731,0.19057,1.0031121,8,160.761005,0.001722
0x80bfa49a4f6edb1bf3ec2af2c946a9446da4deb0b,0,1936.42,12038.99,46421.92,4,0.006609,0.19,0.315259874,0,1.994178101,29,11.55450231,-4.0292326
0xc64ad3a7cb716b62f7fa1c673b02e5a2bd6e78e42880b,0,79697.77,15358.77,591392.55,7,0.5,13.4882119,2.9917799,0,1.387377,49,11.845,91
0xd50b63ae08c2a3c8f2e8c321bd63c279be6bd46d,0,8648.6,39578.14,104766.3,5,0.00831,0.342956,0.945934,0.4996,1.657,25,625.939131,1.290648
0x022477a3481e2605b2f8ed0af5cad456a0f385cb4057923fad,0,29829.18,6278.89,35915,18,0.001,5.002,0.5360422,0,0.258793,74,18.99166395,-7.7106873
0x85e5b5c79fdbf79b400fe1cc8c65b25ead873db564b,0,11.86,3280.3253,40903.95,4,0.01,3,1.158287395,0.048106,5.706941,16,3.02944204,0.003500067
0x02660dcbccb6ea4c25bec245af4b067dfbbd785dda,0,22968.58,16751.45,339137.15,7,0.030014,1,0.0400291,0,0.516009,45,44.97104593,301.143017
0x1ae39e21a1f29bb03d0909bb158bfc07f4112538f,0,23.13,0,69.38,1,101,101,101,1,33.665988,4,101,0.003235312
0xa7d41a77db83cc99e70f2d42fd1959a50c6070fd,0,163.67,0,315.47,1,101,101,101,0.97366,50.499487,3,101,0.001026218
0x7bce911cd35cddbf97bcd48976fb8ab655b00d8b65,0,22.96,0,65.32,1,101,101,101,0.0015,33.665988,4,101,0.002035312
0x2e84b537840ee4db0c1f16aa2fc4033c329a1dd9e63b,0,161.74,0.53,322.55,2,0.1078602,71.23131,50.5,1.999496,50.499487,4,101,0.001026218
0xac6327be43befa311b1e5803f31dbfa7f91e6d05fc,0,4.91,16.96,70128.97,5,0.2,2,0.840805,0.498089,1.50066,25,15,0.00512258
0x019a24e6eb4a5583f361a394d679de5b191ea9b86f99,0,160.86,0.84,2,2,3163.471691,26.472037,50.5,6.4,50.499508,4,101,0.000984218
0x37f26d555cff21963e6c5b24bd383fa25909ff52b1,0,165.61,0,324.83,1,101,101,101,0.80024,50.499508,3,101,0.000984218
0x5b74e570e1f358d83b1daf49515eb1add5b7b65,0,13.02,0,9.98,2,281.713834,55.99832,33.666667,0.02,25.249474,7,101,0.002016
0x90e584fa9334bf546ba6e9e87b53adfe2bf97937e5,0,164.72,0,333.72,2,20.0052141,52.750974,50.5,0.05,33.666163,5,101,0.001512
0x27E92fFAE21126f7924836D2509dFb6177A161d57260,0,160.84,0.33,78.98,2,28.906797,50.068954,50.5,2,50.499508,4,101,0.000984218
0x80b3ebcf7c64903ec2790b3eaf8577dec5620e1dd60cb7bb3b4d86,0,161.74,0.84,322.55,2,90.4976,78,50.5,1.5509,50.499508,4,101,0.000984218
0x5c38cbb8814e8ad207c9d78d94dfe486ba692d4b49c1f3c11a1809313dee8,0,157.89,0.82,329.78,2,4.793916,57.646652,50.5,13.1064,50.499487,4,101,0.001026218
0xcfe336ee851e22cc49d788e62fff10aa095e1d0x67a8c6e01b927f9d85,0,1.81,0,2.37,2,50.311864,26.21537301,1000.5,1.382099,666.999528,5,2001,0.001414909
0x09c13d33d5edca934aaf706b00ab8b64ea9b35aa81d4ef9074f,0,75.42,627.65,113405.12,73,0.04,71.902307,6.102893,0,1.96548,19,410.783122,-0.5663919
0x8c3de011f9303c56a79f01b5ba7469e2bff702c5a5b,0,1273.83,3976.28,97051.27,3,0.1,28.1,2.0318137,0,3.787486,32,4.539434473,0.0099722
0x62c809a7B3e97eaE7D72a237d9859a7c314a758B714c0e9B24,0,948.42,0,34738.73,1,0.989496,0.002457,0.002457,0.0065,1.000001,3,1.99264613,0.000494896
0x0bae287d7ac862999fc61d8fece9a718d9500ba31e4a29c6d,0,680.66,6403.87,100512.67,7,0.00782,24.006647,0.970909,0,4.00635,26,799.67995,-848.1610005
0xa5bb04e6bdaa52b2577f1c46cea9cfc48d94b63e292d5c,0,27573.62,72332.45,621136.42,2,0.020123,10,0.032037,0,0.252404,35,0.305,0.066517676
0x2b427d8226ac174674d9f458174d5458d21e46de1,0,219.8,4252.31,944642.28,13,0.049,0.8498526,0.257354,0.024235,0.149342,20,22.14349143,0.00458804
0xa3dbf3d3147f72539d28affc340c18d93d0dffB61F7D380,0,4916.23,6260.25,975074.07,612,0.003,5,0.289655162,0,1.03195298,65,0.68331825,0.06420988
0x1ddfcd71d5341b70a4c6cc0c3d3fb2f3230ac53ec23db,0,4950.66,1379.54,263849.58,1,0.200096,0.129,22.72411429,0.2,5.10053,16,0.97963125,0.1885542
0x31ec0cdccca02c50ceae50f0d0f5bc367a3fa21206440b,0,719.31,48139,455284.18,181,0.005,277,4.21365,0,3.46057,193,301.1817009,-208.1522702
0x775162ef2fcc4374910fb6519a6afe4101bd905f,0,12581.95,0,55589,1,8,1,100.05,0.001065,22.000587,4,100.4989,0.00401146
0x14bf3b1cab658316655762791ce09b91ec13d65c6,0,9129.75,5325.24,1538773.23,10,0.00501,56.48853,3.101078,0,2.633247,182,93.49151804,0.03511128
0x62fc400486922b91352f0ba35b78bd58bab64f53f969,0,6.92,514.47,31201.69,2,0.5043,30.992301,107.7702457,1.304483,19.69940102,13,53.036701,1132.661185
0x55dc065d094d2a32fa2707b727dc03b3ea629aa17,0,19.79,0,5,1,17,0,0,0,0,2,0,0
0x7df71732c5f64a2ae9f78bc0c9b94f0de87ee586529,0,26.31,0,59.38,1,101,101,101,0.4,33.666149,4,101,0.001554
0x07604f55bfb1772103ee27b6b703317b6ff2be01a,0,22.94,0,68.72,1,101,101,101,0.1123,33.666149,4,101,0.001554
0x060fd057f4b7bf673b110f22924ebf7e055c30d850dbdc45b,0,20.94,0,70.3,1,101,101,101,0.216747,33.666149,4,101,0.001554
0xc76027e91d36f8a916c2ba8cd190e6b3a4e04938e938c6e09d,0,91106.88,0,530150,1,0.735,0,0,0,0,1,0,0
0x8ed0070f9b31cc60da2827b74be864106bd3cfc7868f3f5301987,0,21.21,0,63.45,1,101,101,101,17,33.666149,4,101,0.001554
0x0905c5e3f0f2bc05b8fbf1844b9a4bc5c5744c5ad0ffe62,0,165.2,0.84,3219.92,2,10.357887,77.098302,33.666667,0.33,33.666163,5,101,0.001512
0xe8bfacfc1e2eb19156b8256fd6b78e52913cf10f30d69dacf45d,0,23.23,0,69.68,1,101,101,101,0.001,33.665988,4,101,0.001035312
0x0076ba7c1d4cee79a66ee58f9d000e47a62c9e4f4e5f7e19,0,46.5,0.52,158.32,2,41.323568,73.978419,50.5,1.1,50.499487,4,101,0.001026218
0x0b373b39dc1de5eb4c02100x97fbc9b85fb540c461d2f7f42a4,0,165.68,0,69.7,1,101,101,101,17.8,50.499475,3,101,0.00105
0x3ba388082df3a4a3d09bf2a8ba77bb008f1ed24c16b0f,0,22.27,0,66.78,1,101,101,101,1,25.249475,5,101,0.0021
0x00c33e0f7e3c2a1def05afacb6c57b7c5cfca1544cd9,0,21.86,0,73.27,1,101,101,101,1.5,33.666149,4,101,0.001554
0x1ec3feabaf8fbbe8a9353f1ceca9fae2cb50b158f99e3157c8,0,24.14,0,67.38,1,101,101,101,2,33.666149,4,101,0.001554
0x3d40e44cc98701b42bd612bb3fe649a2d51b8a7fcc,0,21.89,0,64.17,1,101,101,101,2.5,33.666149,4,101,0.001554
0x0033a31173fa8b8d00b81bcb79b3a8bf917a7e48db,0,162.19,0.17,322.78,2,25.111864,76.710347,50.5,23.8601573,33.666179,5,101,0.001464437
0x1fa7e56ab7b9da83c15f73a8027ce157b68b031ce2,0,16.55,0,64.95,2,519.9994413,1475.338491,1000.5,1,666.99939,5,2001,0.001830667
0x7a81CcC70e9d6F5cDBa78a6D92c8C2F97C64F75cAC,0,2.12,0,9.75,2,369.004463,1163.440341,1000.5,0.25208,666.999528,5,2001,0.001414909
0x0fcc4047bc12e5da7a3d35867fddd0ac909ba871f9e6,0,19.82,0,63.22,1,101,101,101,0.6,33.666149,4,101,0.001554
0x02baa421e3c0b7c8b59136509d817f9d780642affa7716d562d,0,22.28,0,69.38,1,101,101,101,3.49,33.666149,4,101,0.001554
0x56bc5e581dd34e0e0ea504afa93e89713b8972ed754b4b309,0,5774.85,0,56.805,1,4.494,0.1,15,2.45,0.43,2,3.5,0.00026
0x046a657c5e6cfed57393b7a85e5fd1ac50c7daf1377c9c52,0,159.53,0,322.47,1,101,101,101,0.15,50.499508,3,101,0.000984218
0x3f80ec24c9daef49111fe9fa313c93da7012cd9e34850b94d65,0,161.55,0.82,324.73,2,29.930384,50.998943,50.5,2.337706,50.499508,4,101,0.000984218
0xc065f01c2af42209deb76df478efdf82f0500d26a9a,0,25.49,0,6.2,2,520.100185,1902.623515,1000.5,0.103586,666.999528,5,2001,0.001414909
0x6f8d527b387d4a37b5eb057e6e0f74c1d23f27ad1d1bd,0,21.99,0,64.95,1,101,101,101,1.7815854,33.666149,4,101,0.001554
0x8bdeb0e595a9cccc758a6eed4a523e35eaf6cca63bc5,0,23.13,0,68.7,1,101,101,101,1.320811,33.666149,4,101,0.001554
0x1486ccc9380150ba1a903273ed848b313ecf2b257e,0,162.32,0,323.02,1,101,101,101,6,50.499508,3,101,0.000984218
0x2d3144923d3c771275fb24f97ef68c7c8de1c484,0,160.54,0,328.45,1,101,101,101,0.001,50.499508,3,101,0.000984218
0x2c2e44b0f021e55799dc67d325906b616ae68b89,0,1.81,0.04,11.92,1,20.38,101,101,20.199471,3.916010027,3,101,0.001365
0x0b9319eb5ece48e1b035a91e24036c7512dc4de68ecc556,0,3.84,0,18.33,2,740.781202,100.96638,1000.5,0.680469,666.999528,5,2001,0.001414909
0x65b70e008a824185aafb65bee1614e30e0edf0efcc62,0,11826,9463.05,145966.9,3,1.995,0.75,0.679188,0.219087,1.759034,9,0.500453633,0.00404326
0x7073f86ee0409ea075c02a358ed3468f94df59d6f604,0,21.28,0,1624.38,1,101,101,101,1,33.666149,4,101,0.001554
0xF797e4f4050c546d37659fbb243f6e48a406bC7D098b9,0,8512.74,0,73743.68,1,0.211,0.7,0.15,0,0,3,0.75,1.3
0xa6ea0e60ec1723167b84789f27f0f63070d7c791a16f81e345ef,0,161.5,0,291.62,1,101,101,101,2.5,50.499508,3,101,0.000984218
0x54d4b9d9b880b0a57c345f71a68835c05bc2a7f752a,0,18.49,0,63.67,1,101,101,101,0.210433,33.666149,4,101,0.001554
0x6ece8b7a2c5631e76a32d3bd217d81b0b65d4a64d,0,21.94,0,65.82,1,101,101,101,2.800368,33.666149,4,101,0.001554
0x99947568F20aCfe6B84Dd1E98c5bfC40B1c17F93C0835,0,2751.17,9994.93,14680.89,3,0.4995,3,2.735846154,0,0.386677,440,29.661438,0.00109983
0x1b773b4ff3981a20cdcb7e963ba9eb44aabbdc4309,0,5.5,0.51,6.12,2,105.191703,1511.090919,1000.5,4.99758,666.999528,5,2001,0.001414909
0xb8e33ead5228f715dca0f6acccf8ea92d2b63a1b91fa7,0,9058.91,9684.35,443352.32,5,0.6,1.663505,1.401263,0.19103,1.152727,15,115.8519441,0.002859466
0xac204f3b1bxCc10beebc8f29e004fb70d4c701efc1eD3,0,160.85,0.49,322.78,2,9.990542,84.294699,50.5,15.29433,33.666149,5,101,0.001554
0x362b174b919e8ffd72ae8aee6c070aa4138a6b70e6dda20,0,2.65,2778.49,96348.42,4,0.03,0.940073,3.0145601,0,3.79782,36,0.339881117,-1.66005926
0x0cc3ade9c297f94c289df1eec2ecca2a7c38b08002d60,0,6.05,27817.25,1139758.77,3,0.19,40,24.066667,0.2001557,2.237501,11,10,0.010161374
0x88640e00e65f777e24fae95400df654c33d8dbc86,0,495.53,1230.15,121517.23,4,0.01204,1.013148,1.03335,0,92.696013,313,404.0206347,7.270263
0x8bd923d22dd926f2a507df587a455b379ee88b729fb,0,22.26,0,66.78,1,101,101,101,0.0006,33.666149,4,101,0.001554
0x415449f0b2a4652ac065371fx9750ea70c3462c35b2cf26594852,0,159.63,0,3224.7,1,101,101,101,5.248928,50.499508,3,101,0.000984218
0x2fb7c64bd4f8554987d84fa4c7146b15e6bd2fd43,0,162.58,0,323.57,1,101,101,101,0.800248,50.499286,3,101,0.001428506
0x2f70890d1a5a6590eb9da17ed70c3404298f1a7,0,22.77,0,68.3,1,101,101,101,12.930162,33.666149,4,101,0.001554
0x4af582bc8d81405953e03e646a8e34b67fdc27c2ca9,0,17.56,0,65.32,2,101,35.094682,50.5,0.001,25.249475,5,101,0.001488218
0xb59d72d248b94ea45cb228b3a1c87f79a3abc20b950,0,1991.87,611.67,149214.18,3,0.004337,0.5011236,0.0049784,0,0.066108,59,0.6101774,0.0318
0xee1c4976f643f02b67448c52f6307c58b02ca3f02a,0,6.45,14417.92,42281.05,12,1.99958,0.278444,1.01815704,6,1.349342,17,13.294,104.3467404
0x31a4e90f56b0daa8c24c32c2be3316d3d437c87c,0,21.86,0,54.83,1,101,101,101,1.06313,33.665988,4,101,0.000984218
0x4caadde8b1c10c5b670c29dd70b1a45b52d9c95,0,31795.25,0,225130.65,1,0.5,0.2,0.2,0,0.059,13,0.2,0.00909
0xe51c6435f7ca540cc2669d21aacdf9b7ea2b71f94,0,52.12,0.42,9.7,2,634.409142,1581.836574,1000.5,0.99544,666.999528,5,2001,0.001414909
0x6c740b59ea0d6e1f2283c77a19cc302db96f64f,0,108.22,0.94,325.17,2,41.414843,55.094682,50.5,0.1,33.666171,5,101,0.001488218
0x38468df8b5b82717fb2bdb905aa2982b33b9a284331a,0,26.07,0,1.137,2,80,44.34687,50.5,0.002829,60,4,101,0.001554
0x5bb737506abe1e87994f837f8111d866d6fe5e887b5,0,15.09,1.17,74.02,2,0.6,0.4,1.625471,0.200148,1.58638,6,3.14656,0.000861
0x82727a5e18abd905b26d16f82002cb8a62f8a7086a29f,0,105.74,0,18.33,2,483.5345624,1560.02179,1000.5,81.188928,666.999528,5,2001,0.001414909
0x5f0824abb9c6c25b0ed3a8d9cd44de048b0962dd551,0,18545.96,22836.82,78890.35,1,0.5,2.227816,0.318421,0,0.06,15,5.53,0.0035513
0x6bf93b33a4be050c2d99de0c00ac47447f3aba3517700,0,13.07,1232.45,62648.02,2,0.05,5,2.084657787,0,13.794496,12,9.92835,0.0104388
0xb601e9871e43561d99dd6aef5b8a5c0224b29953b356cb376,0,6.29,0,7.97,2,17163.973,3.01,2.505137,0.26687,5.918247,6,2.146111,0.003791305
0x807efae92b97a5765f2e182ee9c9a178f4e84b52d,0,725.53,2680.82,457004.83,2,0.005,0.99,0.88,2,1.044,9,1.175,0.0005509
0xb1d81d9bb55918462cb97a8eb70ec87050e229baf,0,3.61,0,3.28,2,57.01483381,100.939405,1000.5,150,666.999528,5,2001,0.001414909
0x730177fe7bbc7c08091a7b8c00e7d2ea2884df6af74d12d74fde681f6,0,159.62,0.3,319.92,5,40.3646,60.901651,50.5,0.99895,50.499508,4,101,0.000984218
0x4bd971423a8007a2f9aa0eb8988ff5314b61f5e059a,0,162.79,0.39,321.5,2,19.873325,60.801911,50.5,3.999,50.499487,4,101,0.001026218
0xa3299ffc7c841feffc1bc81c7b637eb4998e9b7b,0,5.68,3260.47,372234.57,104,0.199081,610,31.623965,0,318.464216,131,813.0430401,-190.60484
0x8f383389b8460154056827aabe4562daf3a69a2bddb86,0,8547.57,354.45,759808.98,21,0.00185,3,86.335205,0,0.94886229,703,15263.40186,0.0001129
0xc4f4ae3ee468aeb695f1dc6d620811fa7bcf9da,0,23.23,0,69.68,1,101,101,101,0.8,25.249475,5,101,0.0021
0x29cb0fbcffc7bbc8d821713ad067d4af056630e9b,0,162.03,0.97,322.38,2,7.641616,51.4517823,50.5,3.216934,50.499487,4,101,0.001026218
0xc2f140e5006004ea8a2f0eb571dc433823c127a54309,0,1722.27,45358.66,462139.88,2,0.048266,0.905286,0.66095,0,1.093283,7,6.03436007,0.009139
0x711e710a66e5a31487f3f72e1e9a1b5a3aed1a7b99,0,8643.74,3334.92,517704.05,4,20.1,3.998559,1.03301,1.7694,0.306228,8,9.656855,0.0111865
0x4b0064d2a8cd10bc7b48f997d1a8e6e597601e1c7,0,4879.34,615.55,49632.69,8,0.001,10.2604,3.407243,9.52158045,8,8,18.4225175,0.00084
0xadd49d41ca3a264eec407222e10d1afbb3cebe2231096a,0,8.16,9756.36,21008.87,2,0.099,0.17,0.01753,0.0029,0.897617,6,2.01,0.006
0x77cf80a4960787a705ae045c3f2ca6546ae9e7d07ee,0,12934.28,18636.111,92697.33,4,0.5,2,0.564736,0.000528,0.75,16,1.1180014,0.003544524
0x1cb20c600aa047afb5e60eef050f8332da716561e9,0,9.09,1786.68,1.38,1,0.010012,1.891464,0.401252,0.962808,0.3495842,4,14.101163,0.00460872
0x0b322b0430c9d6a181fc93cbb5d03078c06cc7a88d9,0,2283.68,1737.35,68405.8,2,0.510202,0.5716116,0.732872,0.17934,0.420487,55,13.20131581,0.001
0xfbd1287f0f50f419d2fcf10fe7c19c9fe4ff63a,0,24.56,7090.9,563961.28,5,0.1,2.614471,5.71156,0,9.6916626,39,518.7435849,-350.0964963
0xaa218f9fd31ae1b8d8029a2228e5323102ea6b9180f3,0,165.28,0,27.87,1,101,101,101,6.995754,33.666149,4,101,0.001554
0x8ff622c2eed4161fafd830fc91a26be83f595c59e5678,0,165.67,0,65.03,1,101,101,101,0.825728,33.666149,4,101,0.001554
